ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher
42504842;Crooked Tree;Robert Wilson;1981;Berkley Pub Group
441760066;Caught in Crystal;Patricia Wrede;1988;Ace Books
553268546;The Shore of Women;Pamela Sargent;1987;Spectra Books
671831593;WATCHSTAR;Pamela Sargent;1980;Pocket
445201223;To the High Redoubt;Chelsea Quinn Yarbro;1985;Warner Books
446912689;Dead and Buried;Chelsea Quinn Yarbro;0;Warner Books> C/o Little Br
671559060;ZANZIBAR CAT;Joanna Russ;1984;Baen
671019813;Day of Honor (Star Trek Voyager);Michael Jan Friedman;1997;Star Trek
61097195;Stop Struggling with Your Child;Evonne Weinhaus;1998;HarperTorch
441653162;The Patchwork Girl;Larry Niven;1980;Penguin Putnam~mass
671440683;Rite of Passage;Alexei Panshin;1982;Pocket
441775578;The Sorcery Within;Dave Smeds;1985;Ace Books
671002570;Klingon: Star Trek;Dean Wesley Smith;1996;Star Trek
671656597;DARK ANGEL (Casteel Saga (Paperback));V C Andrews;1987;Pocket
380896354;Trumps of Doom (Chronicles of Amber);Roger Zelazny;1997;Harper Mass Market Paperbacks (Mm)
441091660;Cards of Grief;Jane Yolen;1984;Ace Books
671698508;TIME GATE;Robert Silverberg;1989;Baen
451132319;Eyes of Amber and Other Stories;Joan D Vinge;1979;New Amer Library (Mm)
345370732;The Hunt;William Diehl;1996;Ballantine Books
812525752;A Matter of Taste;Fred Saberhagen;1993;Tor Books (Mm)
425074498;Witchdame;Kathleen Sky;1985;Berkley Pub Group
345296052;The Fellowship of the Ring (Lord of the Rings (Paperback));J R R Tolkien;1981;Ballantine Books
523485263;The Swordswoman;Jessica Amanda Salmonson;1988;Tor Books
879977051;Hecate's Cauldron;Shwartz;1982;New Amer Library (Mm)
446890359;Without Feathers;Woody Allen;1981;Warner Books (Mm)
441896448;Witch Blood;Will Shetterly;1986;Ace Books
380699575;What Do You Really Want for Your Children?;Wayne W Dyer;1986;Avon
942024001;The Hundredth Monkey;Ken Keyes Jr;1981;Vision Books
52547014;History of the Kings of Britain;Geoffrey of Monmouth;1976;Penguin USA
892131144;Coming Back: The Science of Reincarnation;A C Bhaktivedanta Swami Prabhupada;1982;Bhaktivedanta Book Trust
67183276;KLINGON GAMBIT;Paramount Picture Corp;1981;Star Trek
812533496;Merlin's Bones;Fred Saberhagen;1996;Tor Books
345296044;The Hobbit: Or There and Back Again;J R R Tolkien;1981;Ballantine Books
671658131;MEMORY PRIME STAR TREK #42 (Star Trek, 42);Garfield Reeves-Stevens;1988;Star Trek
441102573;Changeling (Ace Science Fiction);Roger Zelazny;1981;Penguin Putnam~mass
553287737;The Bourne Ultimatum;Robert Ludlum;1991;Bantam Books
812521048;Burning Water;Mercedes Lackey;1989;Tor Books
345368959;The Dolphins of Pern (Dragonriders of Pern (Paperback));Anne McCaffrey;1995;Del Rey Books
345285980;Crystal singer;Anne McCaffrey;1982;Ballantine
553248456;Nature of Personal Reality;JANE ROBERTS;1984;Bantam
451161343;Thinner;Stephen King;1994;Signet Book
879977620;Hawkmistress a Darkover Novel;Marion Zimm Bradley;1982;Penguin Putnam~mass
879979623;City of sorcery;Marion Zimmer Bradley;1984;DAW Books
44106857;The Bloody Sun;Marion Zimmer Bradley;1982;Ace Books
879978066;Darkover Landfall 1;Marion Z Bradley;1972;Penguin Putnam~mass
345315642;The Catch Trap;Marion Zimmer Bradley;1984;Ballantine Books
886771854;The Other Side of the Mirror (Darkover);Marion Zimmer Bradley;1993;Daw Books
451454081;Strands of Sunlight;Gael Baudino;1994;Roc
886770963;Free Amazons of Darkover;Marion Zimmer Bradley;1985;New Amer Library
886774519;The Heirs of Hammerfell;Marion Zimmer Bradley;1990;Daw Books
879978155;Greyhaven;Marion Zimmer Bradley (Editor);1984;DAW Books
345303067;2010: Odyssey Two;Arthur C Clarke;1984;Del Rey Books
671448757;WEB OF LIGHT;Marion Zimmer Bradley;1983;Pocket
441892558;Winds of Darkover;Marion Zimmer Bradley;1982;Ace Books
886770750;Warrior Woman;Marion Zimmer Bradley;1985;Daw Books
812500067;Witch Hill;Marion Zimmer Bradley;1990;Tor Books (Mm)
879978570;Thendara House;Marion Zimm Bradley;1983;Penguin Putnam~trade
671440349;SWORD IS FORGED;Evangeline Walton;1984;Pocket
671833073;The Covenant of the Crown (Star Trek, No 4);Howard Weinstein;1981;Star Trek
671633295;Deep Domain (Star Trek, Book 33);Howard Weinstein;1987;Star Trek
553291165;Raising the Stones;Sheri S Tepper;1991;Spectra Books
671632671;BATTLESTATIONS 31 (Star Trek (Numbered Paperback));Diane L Carey;1986;Star Trek
671618733;DREADNOUGHT;Diane L Carey;1986;Star Trek
441159354;The Door Through Space;Marion Zimmer Bradley;1979;Ace Books
553231251;Focusing;Eugene T Gendlin;1982;Bantam Books
345288300;The House Between the Worlds;Marion Zimmer Bradley;1981;Ballantine Books
671448773;The Colors of Space;Marion Zimmer Bradley;1983;Pocket
879979283;Sword and Sorceress #01 (Sword & the Sorceress);Marion Zimmer Bradley;1984;Daw Books
886770416;Sword and Sorceress #02 (Sword & the Sorceress);Marion Zimmer Bradley;1985;Daw Books
425058646;Cloudcry;Sydney Van Scyoc;1983;Berkley Publishing Group
671465414;Mutiny on the Enterprise (Star Trek, No 12);Robert E Vardeman;1983;Star Trek
671794264;The Devil's Heart (Star Trek: The Next Generation);Carter Carmen;1994;Star Trek
44018178;Songmaster;Orson Scott Card;1981;Dell Publishing
441138764;Daughter of the Bright Moon;Lynn Abbey;1980;Ace Books
441918107;The Worthing Chronicle;Orson Scott Card;1983;Ace Books
61099643;Imajica;Clive Barker;1992;HarperTorch
451452941;Shroud of Shadow;Gael Baudino;1994;Roc
451452305;Maze of Moonlight;Gael Baudino;1994;Roc
451454499;O Greenest Branch! (Water, No 1);Gael Baudino;1995;Roc
671832972;The Abode of Life (Star Trek, No 6);Lee Correy;1982;Star Trek
671836323;Blackfire (Star Trek, No 8);Sonni Cooper;1983;Star Trek
441065848;Black Fire;Lynn Abbey;1981;Ace Books
425058190;Harts Hope;Orson Scott Card;1983;Berkley Publishing Group
786014652;Eye of the Beholder;Lowell Cauffiel;2001;Pinnacle Books
743424387;The Meeting of the Waters (Book One of The Watchers);Caiseal Mor;2002;Pocket
800758056;Neat Mom, Messie Kids: A Survival Guide;Sandra Felton;2002;Revell
47121888;Multiple Streams of Internet Income;Robert G  Allen;2002;Wiley
1588720284;Why Your Life Sucks:  And What You Can Do About It;Alan H Cohen;2002;Jodere Group
345460693;Time Bomb;Jonathan Kellerman;2003;Ballantine Books
446613681;The Legacy;D W Buffa;2003;Warner Books
886773199;Oathbreakers (Lackey, Mercedes. Vows and Honor, Bk. 2.);Mercedes Lackey;1989;New Amer Library
553574582;With Child;Laurie R King;1997;Bantam Books
886772222;Arrow's Flight (Heralds of Valdemar);Mercedes Lackey;1987;New Amer Library
886772559;Arrow's Fall;Mercedes Lackey;1988;New Amer Library
886771897;Arrows of the Queen (Heralds of Valdemar);Mercedes Lackey;1987;Daw Books
886772850;Oathbound (Lackey, Mercedes. Vows and Honor, Bk. 1.);Mercedes Lackey;1988;Penguin Putnam~mass
671578510;Telzey Amberdon (Telzey Amberdon (Baen));James H Schmitz;2000;Baen
786006579;Ulterior Motive;Daniel Oran;1999;Pinnacle Books
61098353;Twice Dying;Neil McMahon;2000;HarperTorch
756400147;Child of Flame (Crown of Stars, Book 4);Kate Elliott;2001;Daw Books
449007383;Murder at Ford's Theatre;MARGARET TRUMAN;2003;Fawcett
802773524;The New Brainbooster: Six Hours to Rapid Learning and Remembering;Robert W Finkel;1991;Walker & Co
425170470;Pregnancy After a Loss: A Guide to Pregnancy After a Miscarriage, Stillbirth or Infant Death;Carol Cirulli Lanham;1999;Berkley Publishing Group
878331824;Trying Again: A Guide to Pregnancy After Miscarriage, Stillbirth, and Infant Loss;Ann Douglas;2000;Taylor Trade Publishing
60937645;Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health (Revised Edition);Toni Weschler;2001;Perennial Currents
789488914;Crime Scene: The Ultimate Guide to Forensic Science;Richard Platt;2003;DK Publishing Inc
20960808;The Natural Superiority of Women;Ashley Montagu;1979;Collier Books
449703274;Rumors and Whispers;Marilyn Levy;1990;Fawcett Books
380542625;One Child;Torey Hayden;1981;Avon
312983220;Area 7;Matthew Reilly;2003;St Martin's Paperbacks
515135747;Wrongful Death;Baine Kerr;2003;Jove Books
71414975;The Fat Flush Journal and Shopping Guide;Ann Louise  Gittleman;2002;McGraw-Hill/Contemporary Books
71383832;The Fat Flush Plan;Ann Louise Gittleman;2001;McGraw-Hill/Contemporary Books
1855858320;Detox: Cleanse and Recharge Your Mind, Body and Soul;Christina Scott-Moncrieff;2001;Collins & Brown
1400047064;Suzanne Somers' Eat, Cheat, and Melt the Fat Away;SUZANNE SOMERS;2003;Three Rivers Press
1570671273;Apple Cider Vinegar for Weight Loss and Good Health;Cynthia Holzapfel;2002;Book Publishing Company (TN)
62517791;Power Healing: The Four Keys to Energizing Your Body, Mind, and Spirit;Zhi Gang Sha;2002;HarperSanFrancisco
62517821;The Secret of the Shadow: The Power of Owning Your Whole Story;Debbie Ford;2001;HarperSanFrancisco
89529768;Lick the Sugar Habit;Nancy Appleton;1996;Avery Publishing Group
71407944;The Fat Flush Cookbook;Ann Louise  Gittleman;2002;McGraw-Hill/Contemporary Books
446521612;Fountain of Youth: The Anti-Aging Weight-Loss Program;Edita Kaye;1998;Warner Books
1562059513;Inside Adobe(R) Photoshop(R) 5 (Limited Edition);Gary David Bouton;1998;New Riders Publishing
441116868;Conjure Wife;Fritz Leiber;1977;Ace
425052990;Beverly/Diet;Judy Mazel;1982;Berkley Publishing Group
425062856;Floating Dragon;Peter Straub;1984;Penguin Putnam~mass
44921852;Angel Eyes;Eric Lustbader;1993;Fawcett Books
758201931;The Night We Met;Rob Byrnes;2002;Kensington Publishing Corporation
340182563;Creative Writing (Teach Yourself Books);Victor Jones;1974;Hodder & Stoughton General Division
385018681;How to Learn Astrology;Jones                        Me;1971;Doubleday
446936383;The Tranquilizing of America;Richard Hughes;1980;Warner Books
460016989;Arthurian Romances;Chrestien De Troyes;1977;E P Dutton
932870171;Rocking the Cradle: Lesbian Mothers and the Challenge in Family Living;Gillian E Hanscomb;1982;Consortium Book Sales & Dist
394730526;Women loving: A journey toward becoming an independent woman;Ruth Falk;1975;Random House
133143023;Female sexual slavery;Kathleen Barry;1979;Prentice-Hall
671795988;Stop the Insanity! Eat, Breathe, Move, Change the Way You Look and Feel--Forever;Susan Powter;1993;Simon & Schuster
801615194;Basic processes in adult developmental psychology;Merrill F Elias;1977;Mosby
139634479;The Word Processing Handbook;Russell Allen Stultz;1981;Prentice Hall
679504885;Preparing for parenthood: Understanding your feelings about pregnancy, childbirth, and your baby;Lee Salk;1974;McKay
882293613;Johnny Deadline, Reporter: The Best of Bob Greene;Bob Greene;1976;Burnham Inc Pub
30632366;Outrageous Acts and Everyday Rebellions;Gloria Steinem;1987;Smithmark Pub
882840185;Herstory: A Woman's View of American History;June Sochen;1974;Alfred Pub Co
897890272;Silent Knife : Cesarean Prevention and Vaginal Birth after Cesarean (VBAC);Nancy Wainer Cohen;1983;Bergin & Garvey Trade
898620406;Ethnicity and Family Therapy (Guilford Family Therapy Series);Monica McGoldrick;1982;The Guilford Press
30589533;Conduct of Social Research;William B Sanders;1983;Thomson Learning
151712824;Passenger;Thomas Keneally;1979;Harcourt Brace Jovanovich
312191952;Demeter flower;Shelley Singer;1982;St Martin's Press
312019009;The Mayor of Castro Street : The Life and Times of Harvey Milk (Stonewall Inn Editions (Paperback));Randy Shilts;1988;St Martin's Griffin
31209261;Conduct Unbecoming;Randy Shilts;1993;St Martins Pr
446518220;Out in All Directions: Almanac of Gay and Lesbian America;Lynn Witt;1995;Warner Books
786861657;The Rise and Fall of Gay Culture;Daniel Harris;1997;Hyperion Books
684803976;PENNY SAVED;Tad Richards;1995;Simon & Schuster
131953621;Cultural awareness in the human services (Prentice-Hall series in social work practice);James W Green;1982;Prentice-Hall
449903001;Remaking Motherhood: How Working Mothers and Shaping Our Children's Future;Anita Shreve;1988;Ballantine Books
895942402;Going Out of Our Minds: The Metaphysics of Liberation;Sonia Johnson;1987;Ten Speed Pr
553052691;Coming of the King: The First Book of Merlin (Spectra);Nikolai Tolstoy;1989;Bantam Dell Pub Group
671669583;Cop Hunter;Vincent Murano;1990;Simon & Schuster
534129064;Grassroots Resistance: Social Movements in Twentieth Century America;Robert A Goldberg;1991;Thomson Learning
1559723009;Martina: The Lives and Times of Martina Navratilova;Adrianne Blue;1995;Carol Publishing Corporation
1556111401;Intimate Evil: A Novel;Paul Reidinger;1989;Penguin USA
441515444;Magic Goes Away;Larry Niven;1978;Ace Books
553341014;Beloved Exile;Parke Godwin;1984;Bantam Books
671808427;PSYCHO SQUAD;William W Crain;1977;Pocket
812583361;God Game;Andrew M Greeley;1987;Tor Books
671523627;MEDICAL CTR MURDR (A Whodunit? Mystery Vol 2);Lisa Drake;1984;Pocket
812880145;The Diane Game;Stanley Cohen;1984;Madison Books
449237842;At Wits End;Erma Bombeck;1982;Ballantine Books
440980429;Some Kind of Wonderful;David Bischoff;1987;Laurel-Leaf Books
449243842;Casebook of the Black Widowers;Asimov;1981;Fawcett Books
804101787;A Midwife's Story;Penny Armstrong;1988;Ivy Books
441791131;Survey Ship;Marion Zimmer Bradley;1983;Ace Books
931580366;Hypericum (St. John's Wort) and Depression;Peter McWilliams;1997;Prelude Press
385054882;Future kin eight science fiction stories;Roger Elwood;1974;Doubleday
446360430;Catwoman: Tiger Hunt;Robert Asprin;1992;Warner Books (Mm)
312855486;Elvenblood: An Epic High Fantasy (Halfblood Chronicles, Book 2);Andre Norton;1995;St Martins Pr
930436024;The wanderground: Stories of the hill women;Sally Miller Gearhart;1978;Persephone Press
840764049;Worlds near and far: Nine stories of science fiction and fantasy;Terry Carr;1974;Nelson
671896776;Crossover (Star Trek The Next Generation);Michael Jan Friedman;1995;Pocket Books
345272463;Dinosaur Planet Survivors;Anne McCaffrey;1990;Del Rey Books
345257448;Restoree;Anne McCaffrey;1977;Not Avail
441735762;The Rowan (Ace Science Fiction);Anne McCaffrey;1991;ACE Charter
345273575;To Ride Pegasus;Anne Mccaffrey;1978;Ballantine Books
345256662;Get off the unicorn;Anne McCaffrey;1977;Ballantine Books
671698702;LUNAR ACTIVITY;Elizabeth Moon;1990;Baen
671464795;Web of the Romulans (Star Trek, No 10);MS Murdock;1983;Star Trek
345272455;Dinosaur Planet;Anne Mccaffrey;1978;Ballantine Books
44173684;Runes;Richard Monaco;1984;Ace Books
671721178;Liar'S Oath;Elizabeth Moon;1992;Baen
345379144;Zombies of the Gene Pool;Sharyn McCrumb;1996;Fawcett Books
345277406;Convergent Series;Larry Niven;1980;Not Avail
441167128;The Barsoom Project;Larry Niven;2003;Ace Books
671495003;Star Trek III The Search for Spock (Star Trek, No 17);Vonda N McIntyre;1984;Star Trek
425056023;Dancers of Arun;Elizabeth Lynn;1982;Berkley Publishing Group
671833987;PROMETHEUS DESIGN;Sondra Marshak;1982;Star Trek
553113925;Star Trek the New Voyages #2;Sondra Marshak;0;Bantam Doubleday Dell
34528643;Alchemy and Academe;Anne McCaffrey;1979;Del Rey Books
425055272;Watchtower;Elizabeth A Lynn;1982;Berkley Publishing Group
425047253;Northern Girl;Elizabeth A Lynn;1981;Berkley Publishing Group
671833995;TRIANGLE (Star Trek (Numbered Paperback));Sondra Marshak;1983;Star Trek
671836927;The Entropy Effect (Star Trek, No 2);Vonda N McIntryre;1981;Star Trek
671625810;Enterprise: The First Adventure;Vonda N McIntyre;1987;Star Trek
671635743;The IDIC Epidemic (Star Trek, Book 38);Jean Lorrah;1988;Star Trek
671547305;Uhura's Song;Janet Kagan;1985;Star Trek
441889697;Wildraiths Last Batt;Phyllis Ann Karr;1982;Ace Books
425055914;Frostflower/Windbourn;Phyllis Ann Karr;1982;Berkley Publishing Group
425045404;Frostflower and Thorn;Phyllis Ann Karr;1980;Berkley Publishing Group
345275497;Flight of the Horse;Niven;1977;Not Avail
425030520;Unpleasant Prof. J. Hoag;Robert A Heinlein;1976;Berkley Publishing Group
345260724;Space Cadet;Robert A Heinlein;1978;Not Avail
671806769;TALES OF POWER;Carlos Castaneda;1976;Pocket
523419562;Every Secret Thing;Patricia Campbell Hearst;1982;Pinnacle Books
425050424;Muggable Mary;Mary Glatzle;1982;Berkley Pub Group
425037967;Once and Future King;T H White;1977;Berkley Publishing Group
671442260;EAGLES GIFT;Carlos Castaneda;1982;Pocket
671549952;Second Ring of Power;Carlos Castaneda;1982;Simon Schuster Trade
451171845;Precious Victims;Don W Weber;1991;New Amer Library
312913435;Mother on Trial: The Mysterious Death of an Outback Baby;Richard Shears;1988;St Martins Pr (Mm)
553236679;The Nurse's Story;Carol Gino;1983;Bantam Books
425050343;Making Woman Surgeon;Elizabeth Morgan;1981;Berkley Publishing Group
61030643;The Associate;Phillip Margolin;2002;HarperTorch
886779200;Special Effects (Family, Bk 1);Kevin McCarthy;2001;Daw Books
515130125;Blackout;John J Nance;2001;Jove Books
345291158;The Image;Pamela Townley;1981;Ballantine Books
312974728;The Trophy Wife;Diana Diamond;2001;St Martin's Paperbacks
345298713;Forbidden Sanctuary;Bowker;1982;Del Rey Books
345308476;Girl from the Emeraline Island (del Rey Book);Robert S Blum;1984;Del Rey Books
441370594;The Infinity Concerto;Greg Bear;1987;Ace Books
671473905;CORONA;Greg Bear;1984;Star Trek
